Entity ID,Entity,Payoff,Product IDs,Internal Product ID,Product Name,Underlying(s),Product Creator,Product Create Time,Product Modify Time,Traded,KID Creator,KID Lang,KID Publish Time,Notional CCY,Notional Amount,FX Rate,Notional (EUR),Moderate Price (%),Moderate Return,RIY @RHP (%),KID Date,SRI
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-403527be-681d-4b60-b79e-6679038a8eae,94964,AUTOCALLABLE," SLB UN Equity, HAL UN Equity, PXD UN Equity",API (STP),6/21/2018,6/21/2018,,NULL,NULL,NULL,USD,NULL,1.1746,NULL,106.04,6.04,2.23,6/21/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-9dd32f6e-6583-41bd-ad5f-955a0c43a0da,94965,AUTOCALLABLE," RDSA NA Equity, FP FP Equity",API (STP),6/21/2018,6/21/2018,,NULL,NULL,NULL,USD,NULL,1.1691,NULL,107.43,3.65,1.05,6/21/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-b668f743-3e52-4ac1-919e-5d2f84e6b9b8,94967,AUTOCALLABLE," TSCO LN Equity, BATS LN Equity, MKS LN Equity",API (STP),6/21/2018,6/21/2018,,NULL,NULL,NULL,GBP,NULL,0.88398,NULL,104.29,2.12,1.28,8/7/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-05ef96e1-0032-4d95-a576-87240cddd5bf,94968,AUTOCALLABLE," MKS LN Equity, SBRY LN Equity, PSON LN Equity",API (STP),6/21/2018,6/21/2018,,NULL,NULL,NULL,GBP,NULL,0.88398,NULL,103.7,1.83,1.33,6/21/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-86bd76c2-47d5-4a08-80b7-83057160c56c,94969,AUTOCALLABLE," NFLX UQ Equity, SPOT UN Equity",API (STP),6/21/2018,6/21/2018,,NULL,NULL,NULL,USD,NULL,1.1691,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-8cc3dbe8-3324-4318-a4cc-6107d467278f,94970,AUTOCALLABLE," DDD UN Equity, UBNT UQ Equity",API (STP),6/21/2018,6/21/2018,,NULL,NULL,NULL,USD,NULL,1.1691,NULL,111.91,5.78,1.07,6/21/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-003182a5-22a2-4e57-98d4-d453861adb32,94971,AUTOCALLABLE," MSFT UQ Equity, HPQ UN Equity, EBAY UQ Equity",API (STP),6/21/2018,6/21/2018,,NULL,NULL,NULL,USD,NULL,1.1746,NULL,106.43,4.23,1.94,6/21/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-07b3d01f-00d6-47ab-b6cf-bf4350c0b983,94972,AUTOCALLABLE, ISP IM Equity,API (STP),6/22/2018,6/22/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,101.3,0.66,0.64,6/22/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-jgftRIuV,94981,AUTOCALLABLE," DAI GY Equity, VOW3 GY equity, BMW GY equity",API (STP),6/22/2018,6/22/2018,,NULL,NULL,NULL,USD,NULL,1.1691,NULL,111.34,3.65,0.04,6/22/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-7cd759d1-9d73-4483-8cd4-e66ee9b24f55,94983,AUTOCALLABLE," AMZN UQ Equity, BABA UN Equity, NVDA UQ Equity, NFLX UQ Equity",API (STP),6/22/2018,6/22/2018,,NULL,NULL,NULL,USD,NULL,1.1569,NULL,116.28,3.84,1.34,6/22/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-6f5969b1-836d-4d0a-aa53-11c3dcc9f526,94991,AUTOCALLABLE," SX5E Index, NKY Index, SPX Index",API (STP),6/25/2018,6/25/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,106.17,2.02,0.83,6/25/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-c4584aee-4218-4783-9ef1-2216a3bddd2f,94992,AUTOCALLABLE, FP FP Equity,API (STP),6/25/2018,6/25/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,107.12,0.86,1.51,6/25/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-e02815c5-aeaf-4ea8-b7e9-343062746a65,94993,AUTOCALLABLE, FP FP Equity,API (STP),6/25/2018,6/25/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,111.17,1.33,0.51,6/25/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-314b8a0d-6a69-41cc-a384-6662c00ad736,94996,AUTOCALLABLE," NVDA UQ Equity, NFLX UQ Equity, EA UQ Equity",API (STP),6/25/2018,6/25/2018,,NULL,NULL,NULL,USD,NULL,1.1751,NULL,108.35,5.47,1.6,6/25/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-3f26da92-6154-4187-bdfe-ea811315922d,94997,AUTOCALLABLE," HPQ UN Equity, FB UQ Equity, INTC UQ Equity",API (STP),6/25/2018,6/25/2018,,NULL,NULL,NULL,USD,NULL,1.1746,NULL,106.23,4.1,1.78,6/25/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-c5dc007b-179a-4460-a1b4-aa5fec618a45,95002,AUTOCALLABLE," VOW3 GY equity, BMW GY equity, FCA IM Equity",API (STP),6/26/2018,6/26/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,104.07,1.34,0.79,6/26/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-5601f0b3-5305-4ecf-8407-e612bd010c47,95005,AUTOCALLABLE," G IM Equity, CS FP Equity, ZURN SW Equity",API (STP),6/26/2018,6/26/2018,,NULL,NULL,NULL,USD,NULL,1.1744,NULL,134.26,5.03,0.57,6/26/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-1367fe1c-9437-403a-842e-670bccd40a60,95007,AUTOCALLABLE," MC FP Equity, BN FP Equity, ADS GY Equity, UNA NA Equity, NESN SW Equity",API (STP),6/26/2018,6/26/2018,,NULL,NULL,NULL,USD,NULL,1.1639,NULL,112.39,3.95,1.05,6/26/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-ISIIXoLm,95025,AUTOCALLABLE," DG FP Equity, EN FP Equity",API (STP),6/27/2018,7/5/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,103.29,1.63,1.12,7/5/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-06fa1c65-8934-4ec5-bfdb-560be01dc280,95027,AUTOCALLABLE," AMZN UQ Equity, NFLX UQ Equity",API (STP),6/27/2018,6/27/2018,,NULL,NULL,NULL,USD,NULL,1.1751,NULL,106.54,3.22,2.05,6/27/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-b283a22d-5cb7-4746-90ab-8d74f07fbc5a,95030,AUTOCALLABLE, SX5E Index,API (STP),6/27/2018,6/27/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,105.44,1.33,0,6/27/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-77fa68fe-12c8-49ab-8bce-dcda070bdee2,95038,AUTOCALLABLE," T UN Equity, VZ UN Equity, TMUS UQ Equity",API (STP),6/28/2018,6/28/2018,,NULL,NULL,NULL,USD,NULL,1.1685,NULL,106.59,4.33,1.74,6/28/2018,3
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-8125dc65-b573-445d-bf18-219de421dc30,95050,AUTOCALLABLE," HPQ UN Equity, FB UQ Equity, INTC UQ Equity",API (STP),6/29/2018,6/29/2018,,NULL,NULL,NULL,USD,NULL,1.1685,NULL,107.4,4.86,1.75,6/29/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-f8c13445-7d23-466f-ae67-6a6c931d4616,95051,AUTOCALLABLE," HPQ UN Equity, FB UQ Equity, INTC UQ Equity",API (STP),6/29/2018,6/29/2018,,NULL,NULL,NULL,USD,NULL,1.1685,NULL,107.4,4.86,1.75,6/29/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-b0828fce-2aa8-4c17-9407-d6d33a4cff13,95054,AUTOCALLABLE," HPQ UN Equity, FB UQ Equity, INTC UQ Equity",API (STP),6/29/2018,6/29/2018,,NULL,NULL,NULL,USD,NULL,1.1685,NULL,108.23,5.4,0.89,6/29/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-EQnZ2eLZ,95058,AUTOCALLABLE, SX5E Index,API (STP),7/2/2018,7/2/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,103.16,0.62,0.27,7/2/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-9d454d90-8df4-4a6c-8be5-fa74c9d44f5b,95068,AUTOCALLABLE," AZN LN Equity, BMY UN Equity, MRK UN Equity",API (STP),7/3/2018,7/3/2018,,NULL,NULL,NULL,USD,NULL,1.1642,NULL,110.07,4.91,0.42,7/3/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-1e778234-5279-4c4a-8764-9ca2d1759c47,95076,AUTOCALLABLE," EN FP Equity, SGO FP Equity",API (STP),7/3/2018,7/3/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,103.55,1.76,1.19,7/3/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-OeaA4Fi2,95077,AUTOCALLABLE," EN FP Equity, SGO FP Equity",API (STP),7/3/2018,7/5/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,103.54,1.75,1.24,7/5/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-5905469e-76d6-4406-adf8-2f451836033c,95078,AUTOCALLABLE, SAN FP Equity,API (STP),7/3/2018,7/3/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,116.67,1.95,0.46,7/3/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-7b65fe86-bbb6-465d-92d6-f05cd804ae80,95089,AUTOCALLABLE, SX5E Index,API (STP),7/4/2018,7/4/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,99.82,-0.09,0.76,7/4/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-eabcc519-26d4-4c9f-8274-cb0518b5ad32,95090,AUTOCALLABLE, SX5E Index,API (STP),7/4/2018,7/4/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,103.24,3.24,0,7/4/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-07c3080e-bf3b-414c-b625-6f6dd94a7138,95113,AUTOCALLABLE," BAC UN Equity, C UN Equity, JPM UN Equity",API (STP),7/5/2018,7/5/2018,,NULL,NULL,NULL,USD,NULL,1.1642,NULL,108.03,3.94,0.52,7/5/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-7a179d01-2753-4b3e-a72b-84a7323ffbe3,95134,AUTOCALLABLE, SX5E Index,API (STP),7/9/2018,7/9/2018,,NULL,NULL,NULL,USD,NULL,1.1724,NULL,130.82,4.58,0.66,7/9/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-c82836d9-7da8-4f87-a271-4da028880d39,95139,AUTOCALLABLE, SX5E Index,API (STP),7/10/2018,7/10/2018,,NULL,NULL,NULL,USD,NULL,1.1692,NULL,130.81,4.58,0.65,7/10/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-QGudLrec,95140,AUTOCALLABLE," CS FP Equity, ISP IM Equity, RACE IM Equity",API (STP),7/10/2018,7/10/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,101.34,1.34,0.92,7/10/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-a676cf15-3add-443d-aaaa-fc518de8a759,95142,AUTOCALLABLE," CS FP Equity, ISP IM Equity, RACE IM Equity",API (STP),7/10/2018,7/10/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,101.34,1.34,0.93,7/10/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-d37540f7-3beb-4872-9d59-f32baeab646d,95143,AUTOCALLABLE, SX5E Index,API (STP),7/10/2018,7/10/2018,,NULL,NULL,NULL,GBP,NULL,0.89231,NULL,119.13,2.96,0.64,7/10/2018,4
73,CA-CIB,EMTN - Autocall Basic,Internal Code-528d060f-4c35-4fa1-b050-57398d31717d,95145,AUTOCALLABLE," AMZN UQ Equity, NKE UN Equity, BBY UN Equity",API (STP),7/10/2018,7/10/2018,,NULL,NULL,NULL,USD,NULL,1.1692,NULL,107.15,4.7,1.96,7/10/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-noYdUaYQ,95146,AUTOCALLABLE, SX5E Index,API (STP),7/10/2018,7/10/2018,,NULL,NULL,NULL,USD,NULL,1.1692,NULL,110.7,3.44,0.44,7/11/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-528d060f-4c35-4fa1-b050-57398d31717d,95152,AUTOCALLABLE," AMZN UQ Equity, NKE UN Equity, BBY UN Equity",API (STP),7/10/2018,7/10/2018,,NULL,NULL,NULL,USD,NULL,1.1692,NULL,107.15,4.7,1.91,7/10/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-4cab1692-dff5-4787-86f8-97dfc94bb00c,95161,AUTOCALLABLE," T UN Equity, VZ UN Equity, CMCSA UQ Equity",API (STP),7/10/2018,7/10/2018,,NULL,NULL,NULL,USD,NULL,1.1711,NULL,111.2,7.31,1.6,7/10/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-8UCYMs2M,95193,AUTOCALLABLE," SEV FP Equity, SGO FP Equity, AIR FP Equity",API (STP),7/11/2018,7/11/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,103.06,1.01,0.04,7/11/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-7d405c45-13c3-4560-bc9c-5e66e04decd1,95198,AUTOCALLABLE, OSR GY Equity,API (STP),7/12/2018,7/12/2018,,NULL,NULL,NULL,USD,NULL,1.1729,NULL,104.07,4.07,1.69,7/12/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-5d9143b1-5455-46d1-9f8c-62a83e5fbcf7,95201,AUTOCALLABLE, SX7E Index,API (STP),7/12/2018,7/12/2018,,NULL,NULL,NULL,USD,NULL,1.1643,NULL,107.94,3.89,0.63,7/12/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-b21c825e-4687-4fbb-bc1a-1913310fc2ed,95207,AUTOCALLABLE," GLE FP Equity, BNP FP Equity, RNO FP Equity, EN FP Equity",API (STP),7/12/2018,7/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,110.92,2.1,1.88,7/12/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-5caaff1e-725b-4e79-92fd-4b5f974ef8c8,95221,AUTOCALLABLE, SX5E Index,API (STP),7/12/2018,7/12/2018,,NULL,NULL,NULL,GBP,NULL,0.88913,NULL,129.91,4.46,0,7/12/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-2ade22e8-340c-492d-9447-2340f77a55be,95224,AUTOCALLABLE, SX5E Index,API (STP),7/12/2018,7/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,107.31,1.18,0,7/12/2018,3
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-1b10023c-c1d5-4705-a6a8-f3b2282ef4f7,95230,AUTOCALLABLE, SX5E Index,API (STP),7/13/2018,7/13/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,103.05,3.05,0,7/13/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-167ac8be-41f0-432d-9cd7-b5edf21a2801,95232,AUTOCALLABLE," NKE UN Equity, TIF UN Equity, FL UN Equity",API (STP),7/13/2018,7/13/2018,,NULL,NULL,NULL,USD,NULL,1.1657,NULL,106.16,4.06,2.31,7/13/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-e67db928-04d0-4eab-b077-ccfb436c7c52,95239,AUTOCALLABLE, KER FP Equity,API (STP),7/16/2018,7/16/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,104,0.79,0.57,7/16/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-3321f641-1d1c-43e9-b3c9-1a757e0eb45f,95240,AUTOCALLABLE, KER FP Equity,API (STP),7/16/2018,7/16/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,104,0.79,0.62,7/16/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-1e7f7af8-c3a7-455c-a2d7-e7bbfc258285,95250,AUTOCALLABLE," RNO FP Equity, UG FP Equity",API (STP),7/17/2018,7/17/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,101.63,0.81,0.76,7/17/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-401146f5-4ab3-4584-830b-8a18120f3253,95251,AUTOCALLABLE," RNO FP Equity, UG FP Equity",API (STP),7/17/2018,7/17/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,101.63,0.81,0.76,7/17/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-ca85db73-6e58-44cb-a142-40d5431b375f,95252,AUTOCALLABLE," RNO FP Equity, UG FP Equity",API (STP),7/17/2018,7/17/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,101.46,0.73,0.76,7/17/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-af23ef2b-e970-41f9-8367-037d47700af0,95256,AUTOCALLABLE," SREN SW Equity, UBSG SW Equity, SLHN SW Equity",API (STP),7/17/2018,7/17/2018,,NULL,NULL,NULL,CHF,NULL,1.15698,NULL,102.08,1.03,1.08,7/17/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-41fb9511-31ce-4f8e-871e-7d2ace0065f1,95257,AUTOCALLABLE," PANW UN Equity, NFLX UQ Equity",API (STP),7/17/2018,7/17/2018,,NULL,NULL,NULL,USD,NULL,1.1706,NULL,104.07,4.07,1.81,7/17/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-fc48b355-ec2a-4140-a07e-ad7bf5324528,95260,AUTOCALLABLE, HAL UN Equity,API (STP),7/17/2018,7/17/2018,,NULL,NULL,NULL,USD,NULL,1.1692,NULL,105.51,3.63,1.28,7/17/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-32022d10-186b-478f-851a-98be4c975831,95261,AUTOCALLABLE," NVDA UQ Equity, TXN UQ Equity",API (STP),7/17/2018,7/17/2018,,NULL,NULL,NULL,USD,NULL,1.1692,NULL,107.66,5.03,1.2,7/17/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-542e2508-3bb1-47b9-9586-72c09f3a0c66,95262,AUTOCALLABLE, BABA UN Equity,API (STP),7/17/2018,7/17/2018,,NULL,NULL,NULL,USD,NULL,1.1692,NULL,105.9,3.89,1.31,7/17/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-9dcae9fb-11fe-4eaa-a82c-59bb990528c8,95263,AUTOCALLABLE," ILMN UQ Equity, BSX UN Equity",API (STP),7/17/2018,7/17/2018,,NULL,NULL,NULL,USD,NULL,1.1692,NULL,106.87,4.52,1.21,7/17/2018,6
73,CA-CIB,EMTN - Autocall Basic,Internal Code-189e369c-34fd-4e96-afe5-ee65bd67e1ac,95268,AUTOCALLABLE," VOD LN Equity, BT/A LN Equity, RDSA LN Equity",API (STP),7/18/2018,7/18/2018,,NULL,NULL,NULL,GBP,NULL,0.89091,NULL,102.14,2.14,2.67,7/18/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-30ea146c-853c-4702-bb08-06e2ccf8071b,95271,AUTOCALLABLE," AMZN UQ Equity, NFLX UQ Equity",API (STP),7/18/2018,7/18/2018,,NULL,NULL,NULL,USD,NULL,1.1691,NULL,108.99,4.42,1.7,7/18/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-8dc4ef44-fb7b-4c3b-b0c3-ae45505fdf40,95272,AUTOCALLABLE," AMZN UQ Equity, TGT UN Equity, COST UQ Equity",API (STP),7/18/2018,7/18/2018,,NULL,NULL,NULL,USD,NULL,1.1687,NULL,109.56,4.66,1.4,7/18/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-2bd3dda3-a119-4e37-8707-eeea94a33cd0,95304,AUTOCALLABLE, NVDA UQ Equity,API (STP),7/20/2018,7/20/2018,,NULL,NULL,NULL,USD,NULL,1.1643,NULL,106.31,4.14,1.26,7/20/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-31f81054-1edc-4960-9a09-05a2c64bbfe4,95313,AUTOCALLABLE," TSLA UQ Equity, RACE IM Equity",API (STP),7/23/2018,7/23/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,119.09,2.95,0.92,7/23/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-adbf64e4-f865-4d9d-bcee-e24cee0f7b3e,95321,AUTOCALLABLE," NKE UN Equity, TIF UN Equity, FL UN Equity",API (STP),7/23/2018,7/23/2018,,NULL,NULL,NULL,USD,NULL,1.1568,NULL,106.21,4.09,1.93,7/23/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-45327aac-205d-4f32-af04-1fd7af1424bc,95324,AUTOCALLABLE," NKE UN Equity, TIF UN Equity, FL UN Equity",API (STP),7/23/2018,7/23/2018,,NULL,NULL,NULL,USD,NULL,1.1568,NULL,106.21,4.09,1.9,7/23/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-4662d1e5-2075-4a8d-96a7-033aebc60efb,95340,AUTOCALLABLE," DAI GY Equity, VOW3 GY equity",API (STP),7/24/2018,7/24/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,113.44,2.11,1,7/24/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-f22afa7f-444f-4d95-bc27-50e8ecb0ad49,95341,AUTOCALLABLE," DAI GY Equity, VOW3 GY equity",API (STP),7/24/2018,7/24/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,113.45,2.12,1.01,7/24/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-LPaOJ9Up,95344,AUTOCALLABLE," BNP FP Equity, ML FP Equity",API (STP),7/25/2018,7/25/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,103.6,1.19,0.42,7/25/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-DcIiGSqo,95349,AUTOCALLABLE," AMAT UQ Equity, TER UN Equity, LRCX UQ Equity",API (STP),7/25/2018,7/25/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,101.65,0.55,0.04,7/25/2018,3
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-Kr1Rg9q0,95351,AUTOCALLABLE," NVDA UQ Equity, SWKS UQ Equity, AVGO UQ Equity",API (STP),7/25/2018,7/25/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,101.8,0.6,0.04,7/25/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-pFR7OOpt,95365,AUTOCALLABLE," GSK LN Equity, ABI BB Equity, HEN3 GY Equity",API (STP),7/26/2018,7/26/2018,,NULL,NULL,NULL,USD,NULL,1.1599,NULL,110.59,3.41,0.41,7/26/2018,3
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-d3c2f3d7-ea5e-4c14-904b-a493301422fb,95367,AUTOCALLABLE," MSFT UQ Equity, GOOGL UQ Equity, CRM UN Equity",API (STP),7/26/2018,7/26/2018,,NULL,NULL,NULL,USD,NULL,1.1527,NULL,107.39,4.85,1.21,7/26/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-dd9d30c4-55aa-44b3-b71a-0396d5b11964,95368,AUTOCALLABLE, FB UQ Equity,API (STP),7/26/2018,7/26/2018,,NULL,NULL,NULL,USD,NULL,1.161,NULL,102.73,2.73,1.46,7/26/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-30db88f2-8bd1-4512-a071-4633d7359975,95370,AUTOCALLABLE, FB UQ Equity,API (STP),7/26/2018,7/26/2018,,NULL,NULL,NULL,USD,NULL,1.161,NULL,103.24,3.25,1.47,7/26/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-1bd5f61d-3b69-4be7-84fa-59dc1dc80d25,95372,AUTOCALLABLE, SX5E Index,API (STP),7/26/2018,7/26/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,102.86,2.86,0,7/26/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-38b9e32f-b7ef-40ea-ae48-9f3e8005fa4a,95373,AUTOCALLABLE, SX5E Index,API (STP),7/26/2018,7/26/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,102.86,2.86,0,7/26/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-5f735f80-76ad-4e4b-89ca-c60703e82af0,95384,AUTOCALLABLE," DAI GY Equity, ABI BB Equity, HEN3 GY Equity",API (STP),7/27/2018,7/27/2018,,NULL,NULL,NULL,USD,NULL,1.1527,NULL,112.07,3.87,0.44,7/27/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-bj6VxLjE,95385,AUTOCALLABLE," DAI GY Equity, ABI BB Equity, HEN3 GY Equity",API (STP),7/27/2018,7/27/2018,,NULL,NULL,NULL,USD,NULL,1.1527,NULL,112.04,3.86,0.45,7/27/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-tfHnrFl3,95392,AUTOCALLABLE," CS FP Equity, CSCO UQ Equity, FCA IM Equity",API (STP),7/30/2018,7/30/2018,,NULL,NULL,NULL,USD,NULL,1.1413,NULL,107.94,3.89,0.52,7/30/2018,6
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-99f057c9-3c33-44c7-9208-7849c6bbed4a,95397,AUTOCALLABLE," FB UQ Equity, 700 HK Equity, JD UQ Equity",API (STP),7/30/2018,7/30/2018,,NULL,NULL,NULL,USD,NULL,1.1413,NULL,108.03,5.27,0.49,7/30/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-34c8a245-5c44-4181-a880-26dd5fd1fd00,95398,AUTOCALLABLE," FB UQ Equity, AAPL UQ Equity, TSLA UQ Equity",API (STP),7/30/2018,7/30/2018,,NULL,NULL,NULL,USD,NULL,1.1413,NULL,120.25,13.04,0.53,7/30/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-5f6d1bf0-93c8-48d7-9496-08e7023619b3,95399,AUTOCALLABLE," RWE GY Equity, BN FP Equity, NESN SW Equity",API (STP),7/30/2018,7/30/2018,,NULL,NULL,NULL,USD,NULL,1.1413,NULL,105.73,3.78,0.48,7/30/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-6feb5a93-d494-44f9-b0c0-3c46caa973d8,95402,AUTOCALLABLE," BAC UN Equity, C UN Equity, JPM UN Equity, WFC UN Equity",API (STP),7/30/2018,7/30/2018,,NULL,NULL,NULL,USD,NULL,1.1568,NULL,112.02,3.86,0.77,7/30/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-3d80babd-57a9-47f8-b15f-d1a55cd1d074,95403,AUTOCALLABLE," BAC UN Equity, C UN Equity, JPM UN Equity, WFC UN Equity",API (STP),7/30/2018,7/30/2018,,NULL,NULL,NULL,USD,NULL,1.1599,NULL,112.01,3.85,0.82,7/30/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-4722c130-58de-490e-85b0-c67745e928af,95412,AUTOCALLABLE," INTC UQ Equity, TSLA UQ Equity, MU UQ Equity",API (STP),7/31/2018,7/31/2018,,NULL,NULL,NULL,USD,NULL,1.141,NULL,110,3.22,2.24,7/31/2018,5
