Entity ID,Entity,Payoff,Product IDs,Internal Product ID,Product Name,Underlying(s),Product Creator,Product Create Time,Product Modify Time,Traded,KID Creator,KID Lang,KID Publish Time,Notional CCY,Notional Amount,FX Rate,Notional (EUR),Moderate Price (%),Moderate Return,RIY @RHP (%),KID Date,SRI
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-FR9347FS4768,95802, Athena Oxgene 6Y et demi," SX5E Index, SPX Index, CAC index",Pasquet Natacha,9/10/2018,9/13/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,106.88,1.03,0.14,9/13/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-6wwS1dqB,95091, Climber Reload QTR 8Y - Total Sa 450k, FP FP Equity,Pasquet Natacha,7/4/2018,7/5/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,110.77,1.29,0.65,7/5/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1719278548,92494, EMTN - Autocall Basic (JSS)," AMZN UQ Equity, DIS UN Equity, NFLX UQ Equity",NULL,3/2/2018,5/4/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,105.16,9.67,0,5/22/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-Order of - WRXvWmiG,92520, EMTN - Autocall Basic (JSS) - Fr," AMZN UQ Equity, DIS UN Equity, NFLX UQ Equity",NULL,3/5/2018,5/4/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,103.26,NULL,1.69,3/5/2018,4
73,CA-CIB,EMTN - CLN on Single,Internal Code-V7AEIt2R,94389, EMTN - CLN on Brazil," US0003M Index, BRGV5YUSAC=R",NULL,5/31/2018,6/7/2018,Traded,NULL,NULL,NULL,USD,718000,1.1791,608939.0213,155.68,9.17,1.28,6/7/2018,5
73,CA-CIB,EMTN - FX Participation Note,Internal Code-Order For : of - PHSwCQSb,95797,(Copy of Support)EMTN - FX Participation Note," USDBRL Curncy, USDRUB Curncy, USDTRY Curncy, USDZAR Curncy",dev dev,9/10/2018,9/19/2018,,NULL,NULL,NULL,USD,NULL,1.1667,NULL,100,0,0.68,9/19/2018,2
73,CA-CIB,EMTN - Dual Currency Note,Internal Code-tSxz0kng,95926,(Sep2018) 1M EUR based Dual Currency Note on EURHKD (SP67), EURHKD Curncy,BANODKAR Nandan,9/19/2018,9/20/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,100.01,0.09,1.29,9/20/2018,3
73,CA-CIB,EMTN - Dual Currency Note,Internal Code-qzi4vTsw,95925,(Sep2018) 1M EUR based Dual Currency Note on EURSGD (SP67), EURSGD Curncy,BANODKAR Nandan,9/19/2018,9/19/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,100.04,0.47,1.23,9/19/2018,3
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-Order For : of - b668f743-3e52-4ac1-919e-5d2f84e6b9b8,95465,001 - Copy of AUTOCALLABLE- TEST," TSCO LN Equity, BATS LN Equity, MKS LN Equity",Prodromos Kampouridis,8/7/2018,8/7/2018,,NULL,NULL,NULL,GBP,NULL,0.88398,NULL,104.28,2.11,1.28,8/30/2018,4
73,CA-CIB,EMTN - Digital Note (Equity),Internal Code-Order For : of - zvXmnn9z,95422,01Alex Copy of EMTN - Digital Note (Equity), DE717722 Index,Alex Borohov,8/2/2018,8/2/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1686382729,91682,1.5Y EUR Autocall Worst Of (CON GY - FR FP - RNO FP)," RNO FP Equity, CON GY Equity, FR FP Equity",API (STP),2/5/2018,2/6/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,103.85,NULL,0.87,2/5/2018,5
73,CA-CIB,EMTN - Call CPN,Internal Code-DdbDYQdP,92836,100% Capital Protected Participation Note," SX5E Index, UKX Index, SMI Index",NULL,3/22/2018,5/25/2018,,NULL,NULL,NULL,USD,2000000,1.18,1694915.254,111.52,5.6,0.64,5/25/2018,2
73,CA-CIB,EMTN - Autocall Basic,"Trade Local ID-263e89f8-08e0-4e80-929c-275c3d1b957b,Internal Code-SX5E CRBP",94413,10Y Classic Autocall SX5E, SX5E Index,API (STP),6/4/2018,6/13/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,119.11,1.77,0.52,6/13/2018,5
73,CA-CIB,EMTN - Autocall Basic,"ISIN Code-FR9347FS4339,Internal Code-10Y TOTSA CRBP",94414,10Y Classic Total , FP FP Equity,API (STP),6/4/2018,6/19/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,122.73,2.07,0.63,6/19/2018,5
73,CA-CIB,EMTN - CLN on Single,Internal Code-H6Ccj4ht,91931,10y Floating Rate Credit Linked Note on MARUB - 20170925 SMBC Friend (PUID 233)," JY0006M Index, MARA5YJPAC=R",NULL,2/20/2018,2/20/2018,,NULL,NULL,NULL,JPY,NULL,133.41,NULL,NULL,NULL,NULL,2/20/2018,NULL
73,CA-CIB,EMTN - Dual Currency Note,Internal Code-Order For : of - zw9fzc3W,95570,1M EUR based Dual Currency Note on EURHKD (SP67), EURHKD Curncy,BANODKAR Nandan,8/16/2018,8/27/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,100.07,0.87,1.56,8/17/2018,3
73,CA-CIB,EMTN - Dual Currency Note,Internal Code-zw9fzc3W,95548,1M EUR based Dual Currency Note on EURSGD (SP67), EURSGD Curncy,BANODKAR Nandan,8/15/2018,8/27/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,99.54,-6.7,0,9/2/2018,3
73,CA-CIB,EMTN - Dual Currency Note,Internal Code-UzFMiPkN,95377,1M SGD based Dual Currency Note on EURSGD (SP67), EURSGD Curncy,BANODKAR Nandan,7/27/2018,8/27/2018,,NULL,NULL,NULL,SGD,NULL,1.5806,NULL,100.17,2.02,1.21,7/31/2018,3
73,CA-CIB,EMTN - Dual Currency Note,Internal Code-gzYgD8U4,95386,1M SGD based Dual Currency Note on EURSGD v.2, EURSGD Curncy,Milena EMILOVA,7/27/2018,8/27/2018,,NULL,NULL,NULL,SGD,NULL,1.5857,NULL,100.22,4.13,0,8/15/2018,1
73,CA-CIB,EMTN - CLN on Single,Internal Code-OT8636950,94457,1y CLN On Republic of Italy," US0003M Index, ITGV5YUSAC=R",NULL,6/8/2018,6/8/2018,,NULL,NULL,NULL,USD,NULL,1.1604,NULL,100,0,0.59,6/8/2018,3
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-U1C66VQS,93416,1Y EUR ACN - BIDU - AVGO - NFLX," BIDU UQ Equity, NFLX UQ Equity, AVGO UQ Equity",API (STP),4/11/2018,5/3/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,102.52,2.51,1.08,4/16/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1719285592,93434,1Y EUR ACN - BIDU - AVGO - NFLX," BIDU UQ Equity, NFLX UQ Equity, AVGO UQ Equity",NULL,4/12/2018,4/13/2018,Traded,georgeb,it   ,09:01.5,EUR,745000,1,745000,102.52,2.52,1.04,4/13/2018,4
73,CA-CIB,EMTN - Reverse Convertible,Internal Code-OT8947782,95255,1y Reverse Convertible on CMS 10y EUR, EUSA10 Curncy,TUFFERY Patrice,7/17/2018,7/17/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,99.72,-0.28,0,7/17/2018,6
73,CA-CIB,EMTN - Call CPN,Internal Code-maJWWcDm,91593,2 YEAR USDCNY PARTICIPATION NOTES, USDCNY CMPL Curncy,NULL,1/30/2018,1/30/2018,Traded,NULL,NULL,NULL,USD,NULL,1.2292,NULL,100,0,0,8/13/2018,2
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1686375780,90926,2Y CHF Climber Reload Autocall on CFR – UHR - AC," AC FP Equity, CFR SW Equity, UHR SW Equity",API (STP),1/4/2018,1/5/2018,Traded,NULL,NULL,NULL,CHF,NULL,1.17667,NULL,103.39,NULL,1.38,1/5/2018,5
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-OT9224949,95591,2y GBP Collared FRN on Libor 3M, BP0003M Index,TUFFERY Patrice,8/20/2018,8/20/2018,,NULL,NULL,NULL,GBP,NULL,0.89554,NULL,102.57,1.27,0.08,8/20/2018,1
73,CA-CIB,EMTN - Autocall Growth,ISIN Code-XS1699607559,91840,2Y qUSD SX7E Autocal Super Tracker , SX7E Index,NULL,2/13/2018,2/13/2018,Traded,NULL,NULL,NULL,USD,NULL,1.2317,NULL,100,0,0,6/20/2018,5
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-OT9378666,95784,2y USD Collared FRN on Libor 3M, US0003M Index,TUFFERY Patrice,9/7/2018,9/7/2018,,NULL,NULL,NULL,USD,NULL,1.1777,NULL,107.02,3.45,0.1,9/7/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-86862981,94523,3Y Capped and Floored FRN - , US0003M Index,NULL,6/15/2018,6/15/2018,,NULL,NULL,NULL,USD,NULL,1.1569,NULL,111.18,3.6,0.45,6/15/2018,1
73,CA-CIB,EMTN - Call Up and Out,ISIN Code-6VQOqZzE,95407,3Y DOUBLE SHARK NOTE, SPX Index,PAILLER Emma,7/31/2018,7/31/2018,,NULL,NULL,NULL,USD,NULL,1.1413,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,EMTN - Digital Note (IR),ISIN Code-XS1719279272,92513,3Y Enhanced Collar," US0003M Index, US0003M Index",NULL,3/5/2018,3/6/2018,Traded,NULL,NULL,NULL,USD,NULL,1.2335,NULL,110.8,3.47,0.12,3/20/2018,1
73,CA-CIB,EMTN - Reverse Convertible,ISIN Code-OQm9wYGh,92612,3Y USD BRC - AAPL-GOOGL-MSFT," AAPL US Equity, MSFT US Equity, GOOGL US Equity",NULL,3/8/2018,5/10/2018,Traded,NULL,NULL,NULL,USD,NULL,1.1625,NULL,121.9,7,0,6/28/2018,5
73,CA-CIB,EMTN - Income Floating Range Accrual (IR),Internal Code-8623938,94534,3Y USD Callable Floating RA ," US0003M Index, US0003M Index",NULL,6/18/2018,6/18/2018,,NULL,NULL,NULL,USD,NULL,1.1684,NULL,100,0,0.44,6/18/2018,2
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-XS1754497102,93619,3Y USD Capped and Floored Floater on 3mL, US0003M Index,NULL,4/30/2018,5/3/2018,Traded,NULL,NULL,NULL,USD,NULL,1.1772,NULL,111.27,3.62,0.37,5/3/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-XS1686376911MSA,91282,3y USD Capped and Floored FRN on 3mL testMSA, US0003M Index,NULL,1/16/2018,1/16/2018,Traded,NULL,NULL,NULL,USD,NULL,1.2383,NULL,109.05,NULL,0.47,1/16/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-XSXS1686375608,91620,3y USD Collared FRN on Libor 3M, US0003M Index,NULL,2/1/2018,2/1/2018,Traded,NULL,NULL,NULL,USD,NULL,1.2264,NULL,110.76,4.23,0,8/23/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-hiGMgkYj,91121,3y USD Floored FRN on Libor 3M, US0003M Index,NULL,1/9/2018,9/20/2018,Traded,NULL,NULL,NULL,USD,NULL,1.1747,NULL,109.96,1.92,0.32,9/20/2018,2
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-XS1686375608.,91623,3y USD Floored FRN on Libor 3M, US0003M Index,NULL,2/1/2018,2/1/2018,Traded,georgeb,en   ,43:11.1,USD,NULL,1.2264,NULL,107.98,NULL,0.45,2/1/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-Pp4sfdPC,93810,3y USD Floored FRN on Libor 3M, US0003M Index,NULL,5/15/2018,6/20/2018,Traded,georgeb,en   ,45:41.4,USD,NULL,1.1704,NULL,112.42,3.97,0.21,6/20/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-rvWCZBST,95350,3Y USD Floored FRN on Libor 3M, US0003M Index,PASQUIER Fabrice,7/25/2018,7/25/2018,,NULL,NULL,NULL,USD,NULL,1.1599,NULL,114.76,4.69,0.09,7/25/2018,1
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1686382059,91471,3Y USD Phoenix Tech stocks ," AMZN UQ Equity, MSFT UQ Equity, FB UQ Equity, AAPL UQ Equity, GOOGL UQ Equity",NULL,1/23/2018,1/24/2018,Traded,NULL,NULL,NULL,USD,NULL,1.2411,NULL,118.16,6.72,0,8/15/2018,5
73,CA-CIB,EMTN - CLN on Single,ISIN Code-1REPsdSR,95975,5 YEAR CREDIT LINKED SECURITIES ON Brazil," US0003M Index, BRGV5YUSAC=R",Jenna Sitruk,9/24/2018,9/24/2018,,NULL,NULL,NULL,USD,NULL,1.1568,NULL,150.64,8.96,0,9/24/2018,5
73,CA-CIB,EMTN - CLN on Single,ISIN Code-Order For : of - BvTj8DIS,95973,5 YEAR CREDIT LINKED SECURITIES ON Dell," US0006M Index, DELL5YUSAX=R",Jenna Sitruk,9/24/2018,9/24/2018,,NULL,NULL,NULL,USD,NULL,1.1747,NULL,156.67,8.92,0.21,9/24/2018,6
73,CA-CIB,EMTN - CLN on Single,ISIN Code-syKBfK68,95976,5 YEAR CREDIT LINKED SECURITIES ON Ford," US0003M Index, FMCR5YUSAX=R",Jenna Sitruk,9/24/2018,9/24/2018,,NULL,NULL,NULL,USD,NULL,1.1438,NULL,146.84,8.38,0,9/24/2018,3
73,CA-CIB,EMTN - CLN on Single,ISIN Code-XS1810543360,95977,5 YEAR CREDIT LINKED SECURITIES ON Peru, PEGV5YUSAC=R,Jenna Sitruk,9/24/2018,9/24/2018,,NULL,NULL,NULL,USD,NULL,1.1571,NULL,120.85,4.05,0,9/24/2018,2
73,CA-CIB,EMTN - CLN on Single,ISIN Code-Order For : of - XS1810543360,95978,5 YEAR CREDIT LINKED SECURITIES ON Peru, PEGV5YUSAC=R,Jenna Sitruk,9/24/2018,9/24/2018,,NULL,NULL,NULL,USD,NULL,1.1571,NULL,117.2,3.39,0,9/24/2018,2
73,CA-CIB,EMTN - CLN on Single,ISIN Code-BDEP5wIs,95979,5 YEAR CREDIT LINKED SECURITIES ON Petrobras, PEGV5YUSAC=R,Jenna Sitruk,9/24/2018,9/24/2018,,NULL,NULL,NULL,USD,NULL,1.1597,NULL,120.83,4.05,0,9/24/2018,2
73,CA-CIB,EMTN - CLN on Single,ISIN Code-0JVwmM1u,95974,5 YEAR CREDIT LINKED SECURITIES ON Xerox," US0006M Index, XRX5YUSAX=R",Jenna Sitruk,9/24/2018,9/24/2018,,NULL,NULL,NULL,USD,NULL,1.1747,NULL,160.44,9.42,0.21,9/24/2018,5
73,CA-CIB,EMTN - Autocall Basic,Internal Code-yMuB8uRF,91403,5Y Autocall Dual Digital WO NKY/BRLJPY SAMPLE," NKY Index, BRLJPY BGNL Curncy",NULL,1/22/2018,5/28/2018,Traded,milenae,en   ,24:30.4,JPY,NULL,136.85,NULL,107.53,1.64,1.17,8/15/2018,5
73,CA-CIB,EMTN - Autocall Basic,Internal Code-yMuB8uRF,91403,5Y Autocall Dual Digital WO NKY/BRLJPY SAMPLE," NKY Index, BRLJPY BGNL Curncy",NULL,1/22/2018,5/28/2018,Traded,ninok,en   ,04:50.5,JPY,NULL,136.85,NULL,107.53,1.64,1.17,8/15/2018,5
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-XS1754498761,94384,5Y Capped and Floored FRN - SN080-18, US0003M Index,NULL,5/31/2018,6/4/2018,Traded,georgeb,en   ,25:33.4,USD,NULL,1.1791,NULL,122.59,4.16,0.08,6/7/2018,1
73,CA-CIB,EMTN - CLN on Single,Internal Code-mlM420Wg,93941,5Y CLN on BBVA SUB, BBVA5YEUAM=R-2,NULL,5/18/2018,5/18/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,110.3,1.95,0.18,5/18/2018,3
73,CA-CIB,EMTN - CLN on Index,Internal Code-G0UUP1uZ,95400,5y CLN on Itraxx Xover S29," US0003M Index, ITEXO5Y29=R",TUFFERY Patrice,7/30/2018,7/31/2018,,NULL,NULL,NULL,USD,NULL,1.1413,NULL,147.28,8.34,0,9/3/2018,2
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-FR9347FS4305,94446,5y EUR Floored FRN Trigger on 3mE, EUR003M Index,NULL,6/7/2018,6/20/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,101.37,0.27,0.35,6/8/2018,1
73,CA-CIB,EMTN - Income Floating Range Accrual (IR),Internal Code-LnEYiI1k,95003,5Y EUR FRN RA on 30/2 CMS ," EUR003M Index, USSWAP2 Curncy, USSW30 Curncy",NULL,6/26/2018,6/26/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,100.23,0.05,0.46,6/29/2018,1
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1754501143,93714,5y EUR Phoenix Plus PUB FP 70-100-60, PUB FP Equity,NULL,5/3/2018,5/3/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,105.98,1.22,0.1,5/3/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1699607476,95062,5Y EW AC Memory [HSBC]," SX5E Index, SPX Index",API (STP),7/3/2018,7/3/2018,,NULL,NULL,NULL,USD,NULL,1.1661,NULL,117.2,3.23,0.42,7/3/2018,4
73,CA-CIB,EMTN - CLN on Single,Internal Code-wvK5JlN0,91930,5y Fixed Rate Credit Linked Note on FSA AA - 20171124 SMBC Nikko (PUID 428), FSFF5YUSAX=R,NULL,2/20/2018,2/20/2018,,NULL,NULL,NULL,JPY,NULL,134.28,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,EMTN - CLN on Single,Internal Code-rSgkg5mL,91899,5y Fixed Rate Credit Linked Note on Softbank - 20180125 MUMMS (PUID 428), SFTB5YJPAC=R,NULL,2/16/2018,2/20/2018,,NULL,NULL,NULL,JPY,NULL,134.09,NULL,105.15,1.12,0,6/20/2018,5
73,CA-CIB,EMTN - CLN on Single,Internal Code-gk06kevR,91004,5y Fixed Rate Credit Linked Note on Syngenta AG, SYNN5YEUAM=R,NULL,1/9/2018,3/16/2018,Traded,shaic,en   ,59:44.3,USD,NULL,1.2262,NULL,117.79,3.55,0.79,4/23/2018,4
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-8250107,93586,5Y GBPCollared FRN on Libor 3M, BP0003M Index,NULL,4/26/2018,5/3/2018,Traded,NULL,NULL,NULL,GBP,NULL,0.8794,NULL,107.37,1.52,0,8/21/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-8274657,93601,5Y GBPCollared FRN on Libor 3M, BP0003M Index,NULL,4/27/2018,4/29/2018,,NULL,NULL,NULL,GBP,NULL,0.88168,NULL,110.07,1.94,0.08,4/29/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-SN084-18,94510,5Y GBPCollared FRN on Libor 3M, BP0003M Index,NULL,6/14/2018,6/14/2018,,NULL,NULL,NULL,GBP,NULL,0.88368,NULL,107,1.36,0.08,6/14/2018,1
73,CA-CIB,EMTN - CLN on Single,ISIN Code-XS1766069162,93932,5y SEK CLN on GLENCORE, GLEB5YEUAM=R,NULL,5/17/2018,5/18/2018,Traded,NULL,NULL,NULL,SEK,NULL,10.2763,NULL,110.93,2.06,0.14,5/17/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-FR9347FS3646,91687,5y Step Down Autocall SX5E - Athena Step Down 2018, SX5E Index,NULL,2/5/2018,5/4/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,108.55,NULL,0.66,3/9/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1754498688,94377,5Y SX7E EUR Classic ACN - SN095-18, SX7E Index,NULL,5/31/2018,6/4/2018,Traded,georgeb,en   ,30:34.8,EUR,NULL,1,NULL,118.2,3.4,0.04,5/31/2018,6
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1754498688,94377,5Y SX7E EUR Classic ACN - SN095-18, SX7E Index,NULL,5/31/2018,6/4/2018,Traded,georgeb,de   ,31:05.7,EUR,NULL,1,NULL,118.2,3.4,0.04,5/31/2018,6
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-HmcvTcRL,94423,5Y USD CMS Spread," USSWAP2 Curncy, USDSFIX30Y=",NULL,6/5/2018,6/5/2018,,NULL,NULL,NULL,USD,NULL,1.1623,NULL,202.99,15.21,1.31,6/5/2018,2
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-XS1754498845,94406,5Y USD Collared FRN , US0003M Index,NULL,6/4/2018,6/4/2018,,NULL,NULL,NULL,USD,NULL,1.1554,NULL,123.82,4.37,0.29,6/4/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-8586173,94518,5Y USD Collared FRN , US0003M Index,NULL,6/14/2018,6/14/2018,,NULL,NULL,NULL,USD,NULL,1.1657,NULL,123.9,4.38,0.29,6/14/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,"ISIN Code-XS1566940372,Internal Code-FAB0002",92663,5y USD Collared FRN on Libor 3M, US0003M Index,NULL,3/12/2018,3/12/2018,Traded,NULL,NULL,NULL,USD,NULL,1.2242,NULL,110.45,2.19,0,8/21/2018,2
73,CA-CIB,EMTN - Income Floating Range Accrual (IR),Internal Code-AFOwMquG,95004,5Y USD RA on 30/2 CMS ," US0003M Index, USSWAP2 Curncy, USSW30 Curncy",NULL,6/26/2018,6/26/2018,,NULL,NULL,NULL,USD,NULL,1.1751,NULL,107.51,1.46,0.46,6/26/2018,2
73,CA-CIB,"EMTN - Income Range Accrual (FX, IR) Dual DRA",ISIN Code-Copy of: xEMR08Rx,93611,5y USDTWD + 3m USD Libor Callable Dual Range Accrual Copy," US0003M Index, USDTWD Curncy",NULL,4/29/2018,6/11/2018,,NULL,NULL,NULL,USD,NULL,1.1693,NULL,109.68,1.87,0.15,6/11/2018,2
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-SE0011616481,95631,6 YEAR CLASSIC AUTOCALL GREEN NOTES - 90% CAPITAL PROTECTED ," NDA SS Equity, SKAB SS Equity, AZN SS Equity, TEL2B SS Equity",CILIO Anthony,8/23/2018,8/27/2018,Traded,NULL,NULL,NULL,SEK,NULL,10.3372,NULL,114.73,2.32,1.17,9/25/2018,2
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-i34bBCKw,95633,6 YEAR CLASSIC AUTOCALL NOTES - EQUALLY WEIGHTED BASKET - PO FINLAND," BNP FP Equity, DAI GY Equity, VOD LN Equity, BAYN GY Equity, CS FP Equity",CILIO Anthony,8/23/2018,8/30/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,100,0,1.02,8/23/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-FR9347FS3570,91995,6y EUR Phoenix Plus SX5E 90-100-55, SX5E Index,NULL,2/21/2018,5/24/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,111.34,NULL,0.09,2/21/2018,4
73,CA-CIB,EMTN - Autocall Basic,Internal Code-SN104-18,94115,6Y GBP SX5E AC Phoenix , SX5E Index,API (STP),5/25/2018,5/25/2018,,NULL,NULL,NULL,GBP,NULL,0.89631,NULL,113.21,2.09,0.07,5/25/2018,4
73,CA-CIB,EMTN - Autocall Basic,Internal Code-SN104,94121,6Y GBP SX5E AC Phoneix SN104-18, SX5E Index,API (STP),5/25/2018,5/25/2018,,NULL,NULL,NULL,GBP,NULL,0.89631,NULL,120.73,3.19,0.07,7/16/2018,4
73,CA-CIB,EMTN - Autocall Basic,"Internal Code-SN103,ISIN Code-XS1803952883",94123,6Y USD SX5E AC Phoenix - SN103-18, SX5E Index,API (STP),5/25/2018,7/30/2018,,NULL,NULL,NULL,USD,NULL,1.1599,NULL,134.06,5.01,0.09,7/30/2018,5
73,CA-CIB,EMTN - Autocall Basic,Internal Code-SN103-18,94113,6Y USD SX5E AC Phonei _SN103, SX5E Index,API (STP),5/25/2018,5/28/2018,,NULL,NULL,NULL,USD,NULL,1.1599,NULL,123.42,3.57,0.07,5/28/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1782021114,93340,6Y USD SX5E Classic Autocal, SX5E Index,NULL,4/4/2018,6/12/2018,Traded,georgeb,en   ,11:04.6,USD,NULL,1.1704,NULL,139.26,5.67,0.08,6/12/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1699608011,92065,6y WO SX5E/UKX," SX5E Index, UKX Index",NULL,2/22/2018,2/23/2018,Traded,georgeb,en   ,15:32.4,GBP,NULL,0.89312,NULL,113.16,NULL,0.08,2/22/2018,5
73,CA-CIB,EMTN - Autocall Basic,Internal Code-SN123-18,95141,6YNC3Y ACN SX5E , SX5E Index,BADRAN George,7/10/2018,7/10/2018,,NULL,NULL,NULL,USD,NULL,1.1747,NULL,130.84,4.58,0.06,7/19/2018,5
73,CA-CIB,EMTN - Autocall Basic,Internal Code-SN123-18a,95275,6YNC3Y ACN SX5E, SX5E Index,API (STP),7/19/2018,7/19/2018,,NULL,NULL,NULL,GBP,NULL,0.89543,NULL,120.81,3.2,0.09,7/19/2018,4
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-SN124-18,95144,6YNC3Y GBP ACN SX5E , SX5E Index,BADRAN George,7/10/2018,7/19/2018,,NULL,NULL,NULL,GBP,NULL,0.89543,NULL,115.57,2.44,0.06,7/19/2018,4
73,CA-CIB,EMTN - Call CPN,Internal Code-i3kqB0eL,94152,7y Asian Bull Note - SOLGELVS Index, SOLGELVS Index,NULL,5/29/2018,5/30/2018,,NULL,NULL,NULL,SEK,NULL,10.2826,NULL,132.13,4.06,0.3,5/30/2018,2
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-FR9347FS4537,95414,7y EUR Autocall Dégressif sur AXA, CS FP Equity,Tyrou Vincent,8/1/2018,8/27/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,110.24,1.4,0.52,8/1/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-FR9347FS4578,95416,7y EUR Autocall Dégressif sur BNP, BNP FP Equity,Tyrou Vincent,8/1/2018,8/27/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,109.46,1.3,0.52,8/1/2018,5
73,CA-CIB,EMTN - Autocall Basic,Internal Code-tnwYIpBL,93973,8Y Class Autocall Sweet Airbag , SX5E Index,NULL,5/23/2018,5/23/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,114.23,1.67,0.49,5/23/2018,5
73,CA-CIB,EMTN - Autocall Basic,Trade Local ID-57f4c6ba-8672-4d5a-9fbd-1ae8c207b11b,94416,8Y Classic SX7E, SX7E Index,API (STP),6/4/2018,6/4/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,110.15,1.22,0.65,6/4/2018,6
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1686380277,90910,"8y Climber Reload WO {CAC ; SX5E} 4,60% pa 70-100-60"," SX5E Index, CAC index",NULL,1/3/2018,4/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,115.3,1.95,0,9/25/2018,4
73,CA-CIB,EMTN - Digital Ladder (IR),Internal Code-GJLNfJXQ,93837,aac EMTN - Digital Ladder (IR), EUR003M Index,NULL,5/16/2018,5/16/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
